102172-4,Glycine max Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,ALLERGY,2.75,ADD,,ACTIVE,,1,,,,,N,ABS; Aby; Allergen; Allergens; ALLERGY TESTING; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; f014; f14; Gly; Immune globulin E; Immunoglobulin E; Largest; Maximal; Maximum; Peak; Point in time; PR; Radioallergosorbent test; Random; Serum; SmQn; Soja hispida; Soy bean; Soya bean; Soyabean; Soybean; SR,Soybean IgE RAST,Observation,,,,Soybean IgE Ab [Presence] in Serum by Radioallergosorbent test (RAST),,,,,2744,0,,,,,,2.75,,Soybean IgE RAST (S) [Presence]
102182-3,Betula verrucosa Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,ALLERGY,2.75,ADD,,ACTIVE,,1,,,,,N,ABS; Aby; Allergen; Allergens; ALLERGY TESTING; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; Common silver birch; IFR; Immune globulin E; Immunoglobulin E; Isoflavone reductase; Point in time; PR; Radioallergosorbent test; Random; Serum; Silver Birch; SmQn; SR; t3,Silver Birch IgE RAST,Observation,,,,Silver Birch IgE Ab [Presence] in Serum by Radioallergosorbent test (RAST),,,,,3112,0,,,,,,2.75,,Silver Birch IgE RAST (S) [Presence]
102188-0,Acer negundo Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,ALLERGY,2.75,ADD,,ACTIVE,,1,,,,,N,A negundo; ABS; Aby; Allergen; Allergens; ALLERGY TESTING; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; Box elder; Boxelder; Immune globulin E; Immunoglobulin E; Point in time; PR; Radioallergosorbent test; Random; Serum; SmQn; SR; t001; t1,Boxelder IgE RAST,Observation,,,,Boxelder IgE Ab [Presence] in Serum by Radioallergosorbent test (RAST),,,,,3053,0,,,,,,2.75,,Boxelder IgE RAST (S) [Presence]
102202-9,Candida albicans Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,ALLERGY,2.75,ADD,,ACTIVE,,1,,,,,N,ABS; Aby; Allergen; Allergens; ALLERGY TESTING; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; C albicans; Cand; Candidiasis; Immune globulin E; Immunoglobulin E; m005; m5; Monilia; Point in time; PR; Radioallergosorbent test; Random; Serum; SmQn; SR; Thrush,C albicans IgE RAST,Observation,,,,Candida albicans IgE Ab [Presence] in Serum by Radioallergosorbent test (RAST),,,,,4772,0,,,,,,2.75,,C. albicans IgE RAST (S) [Presence]
102209-4,Anacardium occidentale Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,ALLERGY,2.75,ADD,,ACTIVE,,1,,,,,N,ABS; Aby; Allergen; Allergens; ALLERGY TESTING; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; Cashew; Cashew nut; f202; Immune globulin E; Immunoglobulin E; Point in time; PR; Radioallergosorbent test; Random; Serum; SmQn; SR,Cashew nut IgE RAST,Observation,,,,Cashew nut IgE Ab [Presence] in Serum by Radioallergosorbent test (RAST),,,,,3338,0,,,,,,2.75,,Cashew nut IgE RAST (S) [Presence]
102210-2,Cat dander Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,ALLERGY,2.75,ADD,,ACTIVE,,1,,,,,N,ABS; Aby; Allergen; Allergens; ALLERGY TESTING; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; Cat epithelium; Cat hair; e1; Feline; Felis domesticus; Immune globulin E; Immunoglobulin E; Point in time; PR; Radioallergosorbent test; Random; Serum; SmQn; SR,Cat Dander IgE RAST,Observation,,,,Cat dander IgE Ab [Presence] in Serum by Radioallergosorbent test (RAST),,,,,2269,0,,,,,,2.75,,Cat dander IgE RAST (S) [Presence]
102215-1,Juniperus sabinoides Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,ALLERGY,2.75,ADD,,ACTIVE,,1,,,,,N,ABS; Aby; Allergen; Allergens; ALLERGY TESTING; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; Immune globulin E; Immunoglobulin E; Juniper sabinoides; Juniperus ashei; Mountain cedar; Mountain juniper; Mt Juniper; Point in time; PR; Radioallergosorbent test; Random; Serum; SmQn; SR; t006; t6,Mt Juniper IgE RAST,Observation,,,,Mountain Juniper IgE Ab [Presence] in Serum by Radioallergosorbent test (RAST),,,,,3005,0,,,,,,2.75,,Mountain Juniper IgE RAST (S) [Presence]
102240-9,Cladosporium herbarum Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,ALLERGY,2.75,ADD,,ACTIVE,,1,,,,,N,ABS; Aby; Allergen; Allergens; ALLERGY TESTING; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; C herbarum; Hormodendrum; Immune globulin E; Immunoglobulin E; m002; m2; Point in time; PR; Radioallergosorbent test; Random; Serum; SmQn; SR,C herbarum IgE RAST,Observation,,,,Cladosporium herbarum IgE Ab [Presence] in Serum by Radioallergosorbent test (RAST),,,,,2461,0,,,,,,2.75,,C. herbarum IgE RAST (S) [Presence]
102241-7,Ruditapes spp Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,ALLERGY,2.75,ADD,,ACTIVE,,1,,,,,N,ABS; Aby; Allergen; Allergens; ALLERGY TESTING; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; Clam; f207; Immune globulin E; Immunoglobulin E; Mollusc; Point in time; PR; Radioallergosorbent test; Random; Serum; SmQn; SR,Clam IgE RAST,Observation,,,,Clam IgE Ab [Presence] in Serum by Radioallergosorbent test (RAST),,,,,4486,0,,,,,,2.75,,Clam IgE RAST (S) [Presence]
102245-8,Blatella germanica Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,ALLERGY,2.75,ADD,,ACTIVE,,1,,,,,N,ABS; Aby; Allergen; Allergens; ALLERGY TESTING; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; B germanica; Cockroach; German cockroach; i006; i6; Immune globulin E; Immunoglobulin E; Point in time; PR; Radioallergosorbent test; Random; Roach; Serum; SmQn; SR,Roach IgE RAST,Observation,,,,Cockroach IgE Ab [Presence] in Serum by Radioallergosorbent test (RAST),,,,,2591,0,,,,,,2.75,,Cockroach IgE RAST (S) [Presence]
102247-4,Gadus morhua Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,ALLERGY,2.75,ADD,,ACTIVE,,1,,,,,N,ABS; Aby; Allergen; Allergens; ALLERGY TESTING; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; Cod; Codfish; f003; f3; Fish; Immune globulin E; Immunoglobulin E; Point in time; PR; Radioallergosorbent test; Random; Scrod; Serum; SmQn; SR,Codfish IgE RAST,Observation,,,,Codfish IgE Ab [Presence] in Serum by Radioallergosorbent test (RAST),,,,,2608,0,,,,,,2.75,,Codfish IgE RAST (S) [Presence]
102250-8,Zea mays Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,ALLERGY,2.75,ADD,,ACTIVE,,1,,,,,N,ABS; Aby; Allergen; Allergens; ALLERGY TESTING; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; Corn; f008; f141; f74; f8; Immune globulin E; Immunoglobulin E; Maize; Point in time; PR; Radioallergosorbent test; Random; Serum; SmQn; SR,Corn IgE RAST,Observation,,,,Corn IgE Ab [Presence] in Serum by Radioallergosorbent test (RAST),,,,,3518,0,,,,,,2.75,,Corn IgE RAST (S) [Presence]
102256-5,Populus deltoides Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,ALLERGY,2.75,ADD,,ACTIVE,,1,,,,,N,ABS; Aby; Allergen; Allergens; ALLERGY TESTING; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; Cottonwood; Immune globulin E; Immunoglobulin E; Point in time; PR; Radioallergosorbent test; Random; Serum; SmQn; SR; t014; t14,Cottonwood IgE RAST,Observation,,,,Cottonwood IgE Ab [Presence] in Serum by Radioallergosorbent test (RAST),,,,,3021,0,,,,,,2.75,,Cottonwood IgE RAST (S) [Presence]
102277-1,Dermatophagoides farinae Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,ALLERGY,2.75,ADD,,ACTIVE,,1,,,,,N,ABS; Aby; Allergen; Allergens; ALLERGY TESTING; American house dust mite; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; D farinae; d002; d2; Dermatophagoides farianae; HDM; House dust mite; Immune globulin E; Immunoglobulin E; Point in time; PR; Radioallergosorbent test; Random; Serum; SmQn; SR,D farinae IgE RAST,Observation,,,,American house dust mite IgE Ab [Presence] in Serum by Radioallergosorbent test (RAST),,,,,2360,0,,,,,,2.75,,American house dust mite IgE RAST (S) [Presence]
102279-7,Dermatophagoides pteronyssinus Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,ALLERGY,2.75,ADD,,ACTIVE,,1,,,,,N,ABS; Aby; Allergen; Allergens; ALLERGY TESTING; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; D pteronyss; D pteronyssinus; d001; d1; European house dust mite; HDM; House dust mite; Immune globulin E; Immunoglobulin E; Point in time; PR; Radioallergosorbent test; Random; Serum; SmQn; SR,D pteronyss IgE RAST,Observation,,,,European house dust mite IgE Ab [Presence] in Serum by Radioallergosorbent test (RAST),,,,,2438,0,,,,,,2.75,,European house dust mite IgE RAST (S) [Presence]
102282-1,Dog dander Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,ALLERGY,2.75,ADD,,ACTIVE,,1,,,,,N,ABS; Aby; Allergen; Allergens; ALLERGY TESTING; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; Canine; Dog hair; e005; e5; Immune globulin E; Immunoglobulin E; Point in time; PR; Radioallergosorbent test; Random; Serum; SmQn; SR,Dog Dander IgE RAST,Observation,,,,Dog dander IgE Ab [Presence] in Serum by Radioallergosorbent test (RAST),,,,,2324,0,,,,,,2.75,,Dog dander IgE RAST (S) [Presence]
102286-2,Egg white Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,ALLERGY,2.75,ADD,,ACTIVE,,1,,,,,N,ABS; Aby; Allergen; Allergens; ALLERGY TESTING; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; f001; f1; Immune globulin E; Immunoglobulin E; Point in time; PR; Radioallergosorbent test; Random; Serum; SmQn; SR,Egg White IgE RAST,Observation,,,,Egg white IgE Ab [Presence] in Serum by Radioallergosorbent test (RAST),,,,,2454,0,,,,,,2.75,,Egg white IgE RAST (S) [Presence]
102288-8,Egg yolk Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,ALLERGY,2.75,ADD,,ACTIVE,,1,,,,,N,ABS; Aby; Allergen; Allergens; ALLERGY TESTING; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; f075; f75; Immune globulin E; Immunoglobulin E; Point in time; PR; Radioallergosorbent test; Random; Serum; SmQn; SR,Egg Yolk IgE RAST,Observation,,,,Egg yolk IgE Ab [Presence] in Serum by Radioallergosorbent test (RAST),,,,,4723,0,,,,,,2.75,,Egg yolk IgE RAST (S) [Presence]
102290-4,Iva ciliata Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,ALLERGY,2.75,ADD,,ACTIVE,,1,,,,,N,ABS; Aby; Allergen; Allergens; ALLERGY TESTING; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; Immune globulin E; Immunoglobulin E; Marsh Elder; Point in time; PR; Radioallergosorbent test; Random; Rough marsh elder; Rough marshelder; Serum; SmQn; SR; w016; w16,Marsh Elder IgE RAST,Observation,,,,Rough Marsh Elder IgE Ab [Presence] in Serum by Radioallergosorbent test (RAST),,,,,4684,0,,,,,,2.75,,Rough Marsh Elder IgE RAST (S) [Presence]
102293-8,Ulmus americana Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,ALLERGY,2.75,ADD,,ACTIVE,,1,,,,,N,ABS; Aby; Allergen; Allergens; ALLERGY TESTING; American elm; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; Elm; Immune globulin E; Immunoglobulin E; Point in time; PR; Radioallergosorbent test; Random; Serum; SmQn; SR; t008; t8; White elm,White Elm IgE RAST,Observation,,,,White Elm IgE Ab [Presence] in Serum by Radioallergosorbent test (RAST),,,,,2417,0,,,,,,2.75,,White Elm IgE RAST (S) [Presence]
10230-1,Ejection fraction,VFr,Pt,Heart.ventricle.left,Qn,,HEMODYN.MOLEC,2.73,MIN,,ACTIVE,,2,Ejection fraction=[(LV end-diastolic volume-LV end-systolic volume)/LV end-diastolic volume]*100,,,,,Cardiac; Cardio; Cardiology; EF; Frac; Fract; Fractionation; Fractions; Heart Disease; Hemodynamics; HEMODYNAMICS.MOLEC; Hrt; Hrt ventr; L; LT; LV; LVEF; Percent; Point in time; QNT; Quan; Quant; Quantitative; Random; Ventricular; Volfr; Volume fraction,LV EF,,,,%,Left ventricular Ejection fraction,%,,,,1325,0,,,,,,1.0i,,
102334-0,Cynodon dactylon Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,ALLERGY,2.75,ADD,,ACTIVE,,1,,,,,N,ABS; Aby; Allergen; Allergens; ALLERGY TESTING; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; Bermuda grass; g002; g2; Immune globulin E; Immunoglobulin E; Point in time; PR; Radioallergosorbent test; Random; Serum; SmQn; SR,Bermuda grass IgE RAST,Observation,,,,Bermuda grass IgE Ab [Presence] in Serum by Radioallergosorbent test (RAST),,,,,2667,0,,,,,,2.75,,Bermuda grass IgE RAST (S) [Presence]
102339-9,Sorghum halepense Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,ALLERGY,2.75,ADD,,ACTIVE,,1,,,,,N,ABS; Aby; Allergen; Allergens; ALLERGY TESTING; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; g010; g10; Immune globulin E; Immunoglobulin E; Johnson grass; Point in time; PR; Radioallergosorbent test; Random; Serum; SmQn; SR,Johnson grass IgE RAST,Observation,,,,Johnson grass IgE Ab [Presence] in Serum by Radioallergosorbent test (RAST),,,,,4479,0,,,,,,2.75,,Johnson grass IgE RAST (S) [Presence]
102340-7,Poa pratensis Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,ALLERGY,2.75,ADD,,ACTIVE,,1,,,,,N,ABS; Aby; Allergen; Allergens; ALLERGY TESTING; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; g008; g8; Immune globulin E; Immunoglobulin E; June blue grass; June grass; June Kentucky blue grass; Junegrass; Kent blue grass; Kentucky blue grass; Kentucky bluegrass; Meadow grass; Point in time; PR; Radioallergosorbent test; Random; Serum; SmQn; SR,Kent blue grass IgE RAST,Observation,,,,Kentucky blue grass IgE Ab [Presence] in Serum by Radioallergosorbent test (RAST),,,,,4164,0,,,,,,2.75,,Kentucky blue grass IgE RAST (S) [Presence]
102361-3,Corylus avellana Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,ALLERGY,2.75,ADD,,ACTIVE,,1,,,,,N,ABS; Aby; Allergen; Allergens; ALLERGY TESTING; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; Barcelona nut; Cob nut; f017; f17; Filbert; Hazel nut; Hazelnut; Immune globulin E; Immunoglobulin E; Point in time; PR; Radioallergosorbent test; Random; Serum; SmQn; SR,Hazelnut IgE RAST,Observation,,,,Hazelnut IgE Ab [Presence] in Serum by Radioallergosorbent test (RAST),,,,,3444,0,,,,,,2.75,,Hazelnut IgE RAST (S) [Presence]
102364-7,Setomelanomma rostrata Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,ALLERGY,2.75,ADD,,ACTIVE,,1,,,,,N,ABS; Aby; Allergen; Allergens; ALLERGY TESTING; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; H halodes; Helminthosporium halodes; Immune globulin E; Immunoglobulin E; m8; Point in time; PR; Radioallergosorbent test; Random; S rostrata; Serum; SmQn; SR,S rostrata IgE RAST,Observation,,,,Setomelanomma rostrata IgE Ab [Presence] in Serum by Radioallergosorbent test (RAST),,,,,3679,0,,,,,,2.75,,Setomelanomma rostrata IgE RAST (S) [Presence]
102368-8,Carya illinoinensis nut Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,ALLERGY,2.75,ADD,,ACTIVE,,1,,,,,N,ABS; Aby; Allergen; Allergens; ALLERGY TESTING; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; Carya pecan; f201; Hickory; Immune globulin E; Immunoglobulin E; Nuts; Pecan; Pecan/Hick; Pecan/Hick Nut; Point in time; PR; Radioallergosorbent test; Random; Serum; SmQn; SR,Pecan/Hick Nut IgE RAST,Observation,,,,Pecan or Hickory Nut IgE Ab [Presence] in Serum by Radioallergosorbent test (RAST),,,,,3988,0,,,,,,2.75,,Pecan or Hickory Nut IgE RAST (S) [Presence]
102369-6,Carya illinoinensis tree Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,ALLERGY,2.75,ADD,,ACTIVE,,1,,,,,N,ABS; Aby; Allergen; Allergens; ALLERGY TESTING; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; Carya pecan; Hickory; Immune globulin E; Immunoglobulin E; Pecan; Pecan pollen; Pecan/Hick; Pecan/Hick Tree; Point in time; PR; Radioallergosorbent test; Random; Serum; SmQn; SR; t022; t22,Pecan/Hick Tree IgE RAST,Observation,,,,Pecan or Hickory Tree IgE Ab [Presence] in Serum by Radioallergosorbent test (RAST),,,,,3819,0,,,,,,2.75,,Pecan or Hickory Tree IgE RAST (S) [Presence]
102399-3,Chenopodium album Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,ALLERGY,2.75,ADD,,ACTIVE,,1,,,,,N,ABS; Aby; Allergen; Allergens; ALLERGY TESTING; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; Goosefoot; Immune globulin E; Immunoglobulin E; Lamb's quarter; Lambs quarters; Lamb's quarters; Point in time; PR; Quinoa; Radioallergosorbent test; Random; Serum; SmQn; SR; w010; w10,Goosefoot IgE RAST,Observation,,,,Goosefoot IgE Ab [Presence] in Serum by Radioallergosorbent test (RAST),,,,,4780,0,,,,,,2.75,,Goosefoot IgE RAST (S) [Presence]
102438-9,Milk Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,ALLERGY,2.75,ADD,,ACTIVE,,1,,,,,N,ABS; Aby; Allergen; Allergens; ALLERGY TESTING; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; f43; Immune globulin E; Immunoglobulin E; Point in time; PR; Radioallergosorbent test; Random; Serum; SmQn; SR,Milk IgE RAST,Observation,,,,Milk IgE Ab [Presence] in Serum by Radioallergosorbent test (RAST),,,,,3493,0,,,,,,2.75,,Milk IgE RAST (S) [Presence]
102453-8,Mouse urine proteins Ab.IgE,PrThr,Pt,Ser,SemiQn,RAST,ALLERGY,2.75,ADD,,ACTIVE,,1,,,,,N,ABS; Aby; Allergen; Allergens; ALLERGY TESTING; Antby; Anti; Antibodies; Antibody; Autoantibodies; Autoantibody; e72; Immune globulin E; Immunoglobulin E; Mice; Murine; Mus musculus; Point in time; PR; Protein; Radioallergosorbent test; Random; Serum; SmQn; SR,Mouse Urine Prot IgE RAST,Observation,,,,Mouse urine proteins IgE Ab [Presence] in Serum by Radioallergosorbent test (RAST),,,,,4133,0,,,,,,2.75,,Mouse urine proteins IgE RAST (S) [Presence]
